Month	MajorText	MinorText	Borough	CrimeCount	Population
201403	Sexual Offences	Other Sexual	Enfield	26	329200
201403	Theft & Handling	Other Theft	Enfield	292	329200
201403	Criminal Damage	Other Criminal Damage	Enfield	37	329200
201403	Violence Against The Person	Assault With Injury	Enfield	107	329200
201403	Theft & Handling	Other Theft Person	Enfield	42	329200
201403	Robbery	Personal Property	Enfield	53	329200
201403	Robbery	Business Property	Enfield	1	329200
201403	Theft & Handling	Theft From Shops	Enfield	70	329200
201403	Theft & Handling	Handling Stolen Goods	Enfield	4	329200
201403	Burglary	Burglary In A Dwelling	Enfield	178	329200
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Enfield	15	329200
201403	Fraud & Forgery	Other Fraud & Forgery	Enfield	2	329200
201403	Theft & Handling	Handling Stolen Goods	Greenwich	3	270200
201403	Violence Against The Person	Wounding/GBH	Greenwich	64	270200
201403	Sexual Offences	Rape	Greenwich	9	270200
201403	Criminal Damage	Criminal Damage To Other Building	Greenwich	10	270200
201403	Theft & Handling	Other Theft Person	Greenwich	45	270200
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Greenwich	58	270200
201403	Violence Against The Person	Assault With Injury	Greenwich	141	270200
201403	Robbery	Business Property	Greenwich	4	270200
201403	Violence Against The Person	Common Assault	Greenwich	113	270200
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Greenwich	9	270200
201403	Criminal Damage	Criminal Damage To Dwelling	Greenwich	41	270200
201403	Theft & Handling	Theft From Motor Vehicle	Greenwich	136	270200
201403	Violence Against The Person	Other Violence	Greenwich	30	270200
201403	Drugs	Possession Of Drugs	Greenwich	111	270200
201403	Robbery	Personal Property	Greenwich	23	270200
201403	Drugs	Other Drugs	Greenwich	1	270200
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Greenwich	23	270200
201403	Sexual Offences	Other Sexual	Greenwich	17	270200
201403	Theft & Handling	Other Theft	Greenwich	231	270200
201403	Other Notifiable Offences	Other Notifiable	Greenwich	44	270200
201403	Violence Against The Person	Offensive Weapon	Greenwich	11	270200
201403	Violence Against The Person	Harassment	Greenwich	152	270200
201403	Burglary	Burglary In A Dwelling	Greenwich	127	270200
201403	Theft & Handling	Theft From Shops	Greenwich	96	270200
201403	Drugs	Drug Trafficking	Greenwich	16	270200
201403	Fraud & Forgery	Other Fraud & Forgery	Greenwich	11	270200
201403	Criminal Damage	Other Criminal Damage	Greenwich	42	270200
201403	Burglary	Burglary In Other Buildings	Greenwich	60	270200
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Greenwich	37	270200
201403	Violence Against The Person	Murder	Hackney	3	265400
201403	Criminal Damage	Other Criminal Damage	Hackney	55	265400
201403	Burglary	Burglary In Other Buildings	Hackney	104	265400
201403	Violence Against The Person	Other Violence	Hackney	29	265400
201403	Violence Against The Person	Common Assault	Hackney	158	265400
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Hackney	49	265400
201403	Violence Against The Person	Harassment	Hackney	146	265400
201403	Violence Against The Person	Offensive Weapon	Hackney	13	265400
201403	Theft & Handling	Other Theft	Hackney	370	265400
201403	Burglary	Burglary In A Dwelling	Hackney	121	265400
201403	Sexual Offences	Rape	Hackney	19	265400
201403	Theft & Handling	Handling Stolen Goods	Hackney	7	265400
201403	Other Notifiable Offences	Going Equipped	Hackney	1	265400
201403	Theft & Handling	Theft From Motor Vehicle	Hackney	131	265400
201403	Theft & Handling	Theft From Shops	Hackney	67	265400
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Hackney	55	265400
201403	Sexual Offences	Other Sexual	Hackney	28	265400
201403	Drugs	Possession Of Drugs	Hackney	122	265400
201403	Theft & Handling	Other Theft Person	Hackney	184	265400
201403	Other Notifiable Offences	Other Notifiable	Hackney	45	265400
201403	Fraud & Forgery	Other Fraud & Forgery	Hackney	5	265400
201403	Criminal Damage	Criminal Damage To Dwelling	Hackney	30	265400
201403	Violence Against The Person	Assault With Injury	Hackney	130	265400
201403	Drugs	Drug Trafficking	Hackney	29	265400
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Hackney	111	265400
201403	Robbery	Personal Property	Hackney	74	265400
201403	Robbery	Business Property	Hackney	6	265400
201403	Criminal Damage	Criminal Damage To Other Building	Hackney	22	265400
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Hackney	5	265400
201403	Violence Against The Person	Wounding/GBH	Hackney	71	265400
201403	Drugs	Other Drugs	Hammersmith and Fulham	2	181700
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Hammersmith and Fulham	60	181700
201403	Drugs	Drug Trafficking	Hammersmith and Fulham	6	181700
201403	Fraud & Forgery	Other Fraud & Forgery	Hammersmith and Fulham	2	181700
201403	Theft & Handling	Theft From Motor Vehicle	Hammersmith and Fulham	107	181700
201403	Robbery	Business Property	Hammersmith and Fulham	4	181700
201403	Robbery	Personal Property	Hammersmith and Fulham	15	181700
201403	Violence Against The Person	Assault With Injury	Hammersmith and Fulham	71	181700
201403	Burglary	Burglary In Other Buildings	Hammersmith and Fulham	27	181700
201403	Criminal Damage	Criminal Damage To Other Building	Hammersmith and Fulham	9	181700
201403	Violence Against The Person	Offensive Weapon	Hammersmith and Fulham	11	181700
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Hammersmith and Fulham	45	181700
201403	Theft & Handling	Handling Stolen Goods	Hammersmith and Fulham	13	181700
201403	Theft & Handling	Theft From Shops	Hammersmith and Fulham	141	181700
201403	Burglary	Burglary In A Dwelling	Hammersmith and Fulham	61	181700
201403	Theft & Handling	Other Theft	Hammersmith and Fulham	227	181700
201403	Sexual Offences	Rape	Hammersmith and Fulham	9	181700
201403	Criminal Damage	Criminal Damage To Dwelling	Hammersmith and Fulham	27	181700
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Hammersmith and Fulham	9	181700
201403	Other Notifiable Offences	Going Equipped	Hammersmith and Fulham	7	181700
201403	Other Notifiable Offences	Other Notifiable	Hammersmith and Fulham	35	181700
201403	Violence Against The Person	Harassment	Hammersmith and Fulham	134	181700
201403	Theft & Handling	Other Theft Person	Hammersmith and Fulham	58	181700
201403	Drugs	Possession Of Drugs	Hammersmith and Fulham	203	181700
201403	Sexual Offences	Other Sexual	Hammersmith and Fulham	16	181700
201403	Violence Against The Person	Common Assault	Hammersmith and Fulham	95	181700
201403	Violence Against The Person	Wounding/GBH	Hammersmith and Fulham	39	181700
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Hammersmith and Fulham	51	181700
201403	Criminal Damage	Other Criminal Damage	Hammersmith and Fulham	23	181700
201403	Violence Against The Person	Other Violence	Hammersmith and Fulham	8	181700
201403	Violence Against The Person	Offensive Weapon	Haringey	11	271000
201403	Theft & Handling	Other Theft	Haringey	270	271000
201403	Burglary	Burglary In Other Buildings	Haringey	81	271000
201403	Violence Against The Person	Common Assault	Haringey	112	271000
201403	Violence Against The Person	Murder	Haringey	1	271000
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Haringey	8	271000
201403	Criminal Damage	Other Criminal Damage	Haringey	59	271000
201403	Violence Against The Person	Wounding/GBH	Haringey	82	271000
201403	Theft & Handling	Theft From Motor Vehicle	Haringey	189	271000
201403	Criminal Damage	Criminal Damage To Dwelling	Haringey	42	271000
201403	Violence Against The Person	Harassment	Haringey	122	271000
201403	Violence Against The Person	Other Violence	Haringey	27	271000
201403	Drugs	Drug Trafficking	Haringey	12	271000
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Haringey	69	271000
201403	Sexual Offences	Rape	Haringey	18	271000
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Haringey	71	271000
201403	Other Notifiable Offences	Going Equipped	Haringey	1	271000
201403	Sexual Offences	Other Sexual	Haringey	16	271000
201403	Drugs	Possession Of Drugs	Haringey	100	271000
201403	Theft & Handling	Handling Stolen Goods	Haringey	3	271000
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Haringey	33	271000
201403	Burglary	Burglary In A Dwelling	Haringey	226	271000
201403	Robbery	Business Property	Haringey	8	271000
201403	Fraud & Forgery	Other Fraud & Forgery	Haringey	1	271000
201403	Violence Against The Person	Assault With Injury	Haringey	162	271000
201403	Theft & Handling	Other Theft Person	Haringey	98	271000
201403	Robbery	Personal Property	Haringey	69	271000
201403	Criminal Damage	Criminal Damage To Other Building	Haringey	20	271000
201403	Theft & Handling	Theft From Shops	Haringey	84	271000
201403	Other Notifiable Offences	Other Notifiable	Haringey	24	271000
201403	Drugs	Possession Of Drugs	Harrow	96	249900
201403	Criminal Damage	Other Criminal Damage	Harrow	38	249900
201403	Violence Against The Person	Other Violence	Harrow	21	249900
201403	Theft & Handling	Other Theft	Harrow	147	249900
201403	Violence Against The Person	Offensive Weapon	Harrow	6	249900
201403	Burglary	Burglary In Other Buildings	Harrow	28	249900
201403	Theft & Handling	Theft From Shops	Harrow	53	249900
201403	Burglary	Burglary In A Dwelling	Harrow	134	249900
201403	Violence Against The Person	Harassment	Harrow	93	249900
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Harrow	16	249900
201403	Theft & Handling	Theft From Motor Vehicle	Harrow	125	249900
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Harrow	34	249900
201403	Drugs	Drug Trafficking	Harrow	8	249900
201403	Sexual Offences	Other Sexual	Harrow	6	249900
201403	Theft & Handling	Other Theft Person	Harrow	27	249900
201403	Other Notifiable Offences	Other Notifiable	Harrow	18	249900
201403	Robbery	Business Property	Harrow	1	249900
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Harrow	11	249900
201403	Criminal Damage	Criminal Damage To Other Building	Harrow	9	249900
201403	Sexual Offences	Rape	Harrow	10	249900
201403	Criminal Damage	Criminal Damage To Dwelling	Harrow	12	249900
201403	Robbery	Personal Property	Harrow	25	249900
201403	Other Notifiable Offences	Going Equipped	Harrow	1	249900
201403	Violence Against The Person	Assault With Injury	Harrow	73	249900
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Harrow	1	249900
201403	Violence Against The Person	Common Assault	Harrow	91	249900
201403	Violence Against The Person	Wounding/GBH	Harrow	26	249900
201403	Sexual Offences	Rape	Havering	3	247200
201403	Theft & Handling	Handling Stolen Goods	Havering	1	247200
201403	Theft & Handling	Other Theft Person	Havering	33	247200
201403	Violence Against The Person	Wounding/GBH	Havering	37	247200
201403	Criminal Damage	Criminal Damage To Other Building	Havering	9	247200
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Havering	54	247200
201403	Violence Against The Person	Assault With Injury	Havering	81	247200
201403	Drugs	Possession Of Drugs	Havering	55	247200
201403	Other Notifiable Offences	Going Equipped	Havering	1	247200
201403	Violence Against The Person	Common Assault	Havering	84	247200
201403	Robbery	Business Property	Havering	1	247200
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Havering	16	247200
201403	Robbery	Personal Property	Havering	15	247200
201403	Violence Against The Person	Other Violence	Havering	9	247200
201403	Theft & Handling	Theft From Motor Vehicle	Havering	83	247200
201403	Criminal Damage	Criminal Damage To Dwelling	Havering	19	247200
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Havering	10	247200
201403	Other Notifiable Offences	Other Notifiable	Havering	26	247200
201403	Theft & Handling	Other Theft	Havering	165	247200
201403	Violence Against The Person	Harassment	Havering	99	247200
201403	Violence Against The Person	Offensive Weapon	Havering	5	247200
201403	Theft & Handling	Theft From Shops	Havering	85	247200
201403	Burglary	Burglary In A Dwelling	Havering	164	247200
201403	Sexual Offences	Other Sexual	Havering	16	247200
201403	Drugs	Drug Trafficking	Havering	15	247200
201403	Fraud & Forgery	Other Fraud & Forgery	Havering	1	247200
201403	Criminal Damage	Other Criminal Damage	Havering	45	247200
201403	Burglary	Burglary In Other Buildings	Havering	40	247200
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Havering	60	247200
201403	Sexual Offences	Other Sexual	Hillingdon	25	296600
201403	Theft & Handling	Other Theft	Hillingdon	253	296600
201403	Drugs	Other Drugs	Hillingdon	1	296600
201403	Burglary	Burglary In Other Buildings	Hillingdon	68	296600
201403	Criminal Damage	Criminal Damage To Dwelling	Hillingdon	36	296600
201403	Sexual Offences	Rape	Hillingdon	13	296600
201403	Violence Against The Person	Offensive Weapon	Hillingdon	6	296600
201403	Violence Against The Person	Wounding/GBH	Hillingdon	48	296600
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Hillingdon	107	296600
201403	Drugs	Possession Of Drugs	Hillingdon	88	296600
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Hillingdon	23	296600
201403	Violence Against The Person	Other Violence	Hillingdon	30	296600
201403	Theft & Handling	Handling Stolen Goods	Hillingdon	2	296600
201403	Robbery	Personal Property	Hillingdon	42	296600
201403	Violence Against The Person	Harassment	Hillingdon	174	296600
201403	Theft & Handling	Theft From Shops	Hillingdon	103	296600
201403	Robbery	Business Property	Hillingdon	5	296600
201403	Other Notifiable Offences	Going Equipped	Hillingdon	1	296600
201403	Theft & Handling	Theft From Motor Vehicle	Hillingdon	226	296600
201403	Violence Against The Person	Common Assault	Hillingdon	133	296600
201403	Violence Against The Person	Assault With Injury	Hillingdon	128	296600
201403	Criminal Damage	Other Criminal Damage	Hillingdon	46	296600
201403	Burglary	Burglary In A Dwelling	Hillingdon	143	296600
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Hillingdon	14	296600
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Hillingdon	41	296600
201403	Drugs	Drug Trafficking	Hillingdon	7	296600
201403	Other Notifiable Offences	Other Notifiable	Hillingdon	24	296600
201403	Theft & Handling	Other Theft Person	Hillingdon	41	296600
201403	Criminal Damage	Criminal Damage To Other Building	Hillingdon	21	296600
201403	Other Notifiable Offences	Other Notifiable	Hounslow	22	271800
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Hounslow	42	271800
201403	Theft & Handling	Theft From Shops	Hounslow	128	271800
201403	Drugs	Drug Trafficking	Hounslow	14	271800
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Hounslow	30	271800
201403	Fraud & Forgery	Other Fraud & Forgery	Hounslow	2	271800
201403	Robbery	Personal Property	Hounslow	31	271800
201403	Violence Against The Person	Assault With Injury	Hounslow	113	271800
201403	Criminal Damage	Criminal Damage To Other Building	Hounslow	11	271800
201403	Drugs	Other Drugs	Hounslow	1	271800
201403	Violence Against The Person	Offensive Weapon	Hounslow	7	271800
201403	Violence Against The Person	Other Violence	Hounslow	14	271800
201403	Theft & Handling	Theft From Motor Vehicle	Hounslow	121	271800
201403	Criminal Damage	Criminal Damage To Dwelling	Hounslow	27	271800
201403	Sexual Offences	Rape	Hounslow	11	271800
201403	Violence Against The Person	Harassment	Hounslow	125	271800
201403	Theft & Handling	Other Theft Person	Hounslow	49	271800
201403	Robbery	Business Property	Hounslow	1	271800
201403	Theft & Handling	Handling Stolen Goods	Hounslow	3	271800
201403	Other Notifiable Offences	Going Equipped	Hounslow	1	271800
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Hounslow	9	271800
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Hounslow	70	271800
201403	Drugs	Possession Of Drugs	Hounslow	132	271800
201403	Burglary	Burglary In Other Buildings	Hounslow	56	271800
201403	Burglary	Burglary In A Dwelling	Hounslow	117	271800
201403	Violence Against The Person	Common Assault	Hounslow	140	271800
201403	Sexual Offences	Other Sexual	Hounslow	24	271800
201403	Theft & Handling	Other Theft	Hounslow	213	271800
201403	Violence Against The Person	Wounding/GBH	Hounslow	52	271800
201403	Criminal Damage	Other Criminal Damage	Hounslow	34	271800
201403	Drugs	Other Drugs	Islington	1	224600
201403	Criminal Damage	Criminal Damage To Other Building	Islington	24	224600
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Islington	112	224600
201403	Criminal Damage	Other Criminal Damage	Islington	48	224600
201403	Burglary	Burglary In Other Buildings	Islington	111	224600
201403	Other Notifiable Offences	Other Notifiable	Islington	41	224600
201403	Violence Against The Person	Assault With Injury	Islington	130	224600
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Islington	12	224600
201403	Other Notifiable Offences	Going Equipped	Islington	2	224600
201403	Drugs	Drug Trafficking	Islington	26	224600
201403	Drugs	Possession Of Drugs	Islington	120	224600
201403	Violence Against The Person	Harassment	Islington	176	224600
201403	Criminal Damage	Criminal Damage To Dwelling	Islington	36	224600
201403	Theft & Handling	Theft From Shops	Islington	88	224600
201403	Burglary	Burglary In A Dwelling	Islington	138	224600
201403	Robbery	Personal Property	Islington	50	224600
201403	Robbery	Business Property	Islington	3	224600
201403	Fraud & Forgery	Other Fraud & Forgery	Islington	4	224600
201403	Theft & Handling	Other Theft	Islington	328	224600
201403	Theft & Handling	Theft From Motor Vehicle	Islington	136	224600
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Islington	56	224600
201403	Violence Against The Person	Other Violence	Islington	15	224600
201403	Theft & Handling	Other Theft Person	Islington	312	224600
201403	Theft & Handling	Handling Stolen Goods	Islington	8	224600
201403	Sexual Offences	Rape	Islington	15	224600
201403	Violence Against The Person	Offensive Weapon	Islington	15	224600
201403	Violence Against The Person	Wounding/GBH	Islington	59	224600
201403	Violence Against The Person	Common Assault	Islington	115	224600
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Islington	49	224600
201403	Violence Against The Person	Murder	Islington	1	224600
201403	Sexual Offences	Other Sexual	Islington	26	224600
201403	Drugs	Possession Of Drugs	Kensington and Chelsea	60	155800
201403	Burglary	Burglary In Other Buildings	Kensington and Chelsea	56	155800
201403	Criminal Damage	Criminal Damage To Other Building	Kensington and Chelsea	11	155800
201403	Sexual Offences	Other Sexual	Kensington and Chelsea	6	155800
201403	Violence Against The Person	Wounding/GBH	Kensington and Chelsea	30	155800
201403	Burglary	Burglary In A Dwelling	Kensington and Chelsea	56	155800
201403	Theft & Handling	Other Theft	Kensington and Chelsea	420	155800
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Kensington and Chelsea	25	155800
201403	Drugs	Drug Trafficking	Kensington and Chelsea	3	155800
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Kensington and Chelsea	46	155800
201403	Criminal Damage	Other Criminal Damage	Kensington and Chelsea	25	155800
201403	Theft & Handling	Theft From Motor Vehicle	Kensington and Chelsea	120	155800
201403	Theft & Handling	Other Theft Person	Kensington and Chelsea	96	155800
201403	Violence Against The Person	Harassment	Kensington and Chelsea	83	155800
201403	Other Notifiable Offences	Going Equipped	Kensington and Chelsea	1	155800
201403	Sexual Offences	Rape	Kensington and Chelsea	9	155800
201403	Theft & Handling	Theft From Shops	Kensington and Chelsea	150	155800
201403	Other Notifiable Offences	Other Notifiable	Kensington and Chelsea	18	155800
201403	Fraud & Forgery	Other Fraud & Forgery	Kensington and Chelsea	3	155800
201403	Violence Against The Person	Offensive Weapon	Kensington and Chelsea	3	155800
201403	Robbery	Business Property	Kensington and Chelsea	2	155800
201403	Robbery	Personal Property	Kensington and Chelsea	38	155800
201403	Theft & Handling	Handling Stolen Goods	Kensington and Chelsea	2	155800
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Kensington and Chelsea	38	155800
201403	Violence Against The Person	Assault With Injury	Kensington and Chelsea	78	155800
201403	Violence Against The Person	Common Assault	Kensington and Chelsea	72	155800
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Kensington and Chelsea	6	155800
201403	Criminal Damage	Criminal Damage To Dwelling	Kensington and Chelsea	12	155800
201403	Violence Against The Person	Other Violence	Kensington and Chelsea	4	155800
201403	Drugs	Possession Of Drugs	Kingston upon Thames	87	170900
201403	Burglary	Burglary In A Dwelling	Kingston upon Thames	38	170900
201403	Theft & Handling	Handling Stolen Goods	Kingston upon Thames	2	170900
201403	Other Notifiable Offences	Other Notifiable	Kingston upon Thames	8	170900
201403	Robbery	Personal Property	Kingston upon Thames	13	170900
201403	Violence Against The Person	Harassment	Kingston upon Thames	53	170900
201403	Theft & Handling	Theft From Motor Vehicle	Kingston upon Thames	68	170900
201403	Theft & Handling	Theft From Shops	Kingston upon Thames	104	170900
201403	Violence Against The Person	Other Violence	Kingston upon Thames	13	170900
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Kingston upon Thames	26	170900
201403	Drugs	Drug Trafficking	Kingston upon Thames	6	170900
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Kingston upon Thames	18	170900
201403	Theft & Handling	Other Theft Person	Kingston upon Thames	22	170900
201403	Theft & Handling	Other Theft	Kingston upon Thames	107	170900
201403	Criminal Damage	Other Criminal Damage	Kingston upon Thames	22	170900
201403	Fraud & Forgery	Other Fraud & Forgery	Kingston upon Thames	1	170900
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Kingston upon Thames	48	170900
201403	Sexual Offences	Other Sexual	Kingston upon Thames	5	170900
201403	Violence Against The Person	Wounding/GBH	Kingston upon Thames	21	170900
201403	Violence Against The Person	Common Assault	Kingston upon Thames	45	170900
201403	Criminal Damage	Criminal Damage To Dwelling	Kingston upon Thames	8	170900
201403	Criminal Damage	Criminal Damage To Other Building	Kingston upon Thames	12	170900
201403	Violence Against The Person	Offensive Weapon	Kingston upon Thames	3	170900
201403	Burglary	Burglary In Other Buildings	Kingston upon Thames	35	170900
201403	Sexual Offences	Rape	Kingston upon Thames	2	170900
201403	Violence Against The Person	Assault With Injury	Kingston upon Thames	51	170900
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Kingston upon Thames	5	170900
201403	Drugs	Possession Of Drugs	Lambeth	213	322000
201403	Theft & Handling	Other Theft	Lambeth	457	322000
201403	Theft & Handling	Theft From Motor Vehicle	Lambeth	135	322000
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Lambeth	57	322000
201403	Violence Against The Person	Other Violence	Lambeth	16	322000
201403	Sexual Offences	Other Sexual	Lambeth	28	322000
201403	Theft & Handling	Other Theft Person	Lambeth	189	322000
201403	Violence Against The Person	Common Assault	Lambeth	175	322000
201403	Violence Against The Person	Offensive Weapon	Lambeth	24	322000
201403	Sexual Offences	Rape	Lambeth	32	322000
201403	Theft & Handling	Handling Stolen Goods	Lambeth	11	322000
201403	Drugs	Other Drugs	Lambeth	6	322000
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Lambeth	57	322000
201403	Criminal Damage	Criminal Damage To Other Building	Lambeth	25	322000
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Lambeth	86	322000
201403	Violence Against The Person	Wounding/GBH	Lambeth	76	322000
201403	Burglary	Burglary In Other Buildings	Lambeth	89	322000
201403	Criminal Damage	Other Criminal Damage	Lambeth	41	322000
201403	Drugs	Drug Trafficking	Lambeth	25	322000
201403	Theft & Handling	Theft From Shops	Lambeth	96	322000
201403	Fraud & Forgery	Other Fraud & Forgery	Lambeth	3	322000
201403	Burglary	Burglary In A Dwelling	Lambeth	155	322000
201403	Robbery	Business Property	Lambeth	11	322000
201403	Violence Against The Person	Harassment	Lambeth	187	322000
201403	Robbery	Personal Property	Lambeth	118	322000
201403	Violence Against The Person	Assault With Injury	Lambeth	180	322000
201403	Other Notifiable Offences	Other Notifiable	Lambeth	59	322000
201403	Other Notifiable Offences	Going Equipped	Lambeth	5	322000
201403	Criminal Damage	Criminal Damage To Dwelling	Lambeth	45	322000
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Lambeth	14	322000
201403	Criminal Damage	Other Criminal Damage	Lewisham	33	294000
201403	Drugs	Possession Of Drugs	Lewisham	126	294000
201403	Violence Against The Person	Offensive Weapon	Lewisham	12	294000
201403	Burglary	Burglary In Other Buildings	Lewisham	52	294000
201403	Violence Against The Person	Other Violence	Lewisham	34	294000
201403	Violence Against The Person	Common Assault	Lewisham	164	294000
201403	Violence Against The Person	Harassment	Lewisham	138	294000
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Lewisham	67	294000
201403	Burglary	Burglary In A Dwelling	Lewisham	161	294000
201403	Theft & Handling	Other Theft	Lewisham	254	294000
201403	Theft & Handling	Theft From Motor Vehicle	Lewisham	121	294000
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Lewisham	21	294000
201403	Sexual Offences	Rape	Lewisham	23	294000
201403	Theft & Handling	Handling Stolen Goods	Lewisham	7	294000
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Lewisham	51	294000
201403	Theft & Handling	Theft From Shops	Lewisham	103	294000
201403	Sexual Offences	Other Sexual	Lewisham	27	294000
201403	Other Notifiable Offences	Other Notifiable	Lewisham	35	294000
201403	Theft & Handling	Other Theft Person	Lewisham	54	294000
201403	Fraud & Forgery	Other Fraud & Forgery	Lewisham	2	294000
201403	Robbery	Business Property	Lewisham	6	294000
201403	Criminal Damage	Criminal Damage To Dwelling	Lewisham	48	294000
201403	Violence Against The Person	Assault With Injury	Lewisham	155	294000
201403	Drugs	Drug Trafficking	Lewisham	18	294000
201403	Criminal Damage	Criminal Damage To Other Building	Lewisham	13	294000
201403	Robbery	Personal Property	Lewisham	51	294000
201403	Violence Against The Person	Wounding/GBH	Lewisham	69	294000
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Lewisham	5	294000
201403	Burglary	Burglary In A Dwelling	Merton	83	208500
201403	Theft & Handling	Other Theft	Merton	125	208500
201403	Theft & Handling	Theft From Motor Vehicle	Merton	91	208500
201403	Fraud & Forgery	Other Fraud & Forgery	Merton	2	208500
201403	Sexual Offences	Other Sexual	Merton	14	208500
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Merton	8	208500
201403	Violence Against The Person	Other Violence	Merton	11	208500
201403	Other Notifiable Offences	Going Equipped	Merton	1	208500
201403	Other Notifiable Offences	Other Notifiable	Merton	14	208500
201403	Theft & Handling	Handling Stolen Goods	Merton	5	208500
201403	Violence Against The Person	Harassment	Merton	67	208500
201403	Violence Against The Person	Assault With Injury	Merton	69	208500
201403	Theft & Handling	Theft/Taking Of Pedal Cycle	Merton	30	208500
201403	Violence Against The Person	Common Assault	Merton	64	208500
201403	Violence Against The Person	Offensive Weapon	Merton	7	208500
201403	Criminal Damage	Other Criminal Damage	Merton	32	208500
201403	Burglary	Burglary In Other Buildings	Merton	62	208500
201403	Drugs	Possession Of Drugs	Merton	41	208500
201403	Violence Against The Person	Wounding/GBH	Merton	27	208500
201403	Robbery	Personal Property	Merton	19	208500
201403	Robbery	Business Property	Merton	1	208500
201403	Theft & Handling	Theft From Shops	Merton	63	208500
201403	Drugs	Drug Trafficking	Merton	4	208500
201403	Theft & Handling	Other Theft Person	Merton	23	208500
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Merton	41	208500
201403	Criminal Damage	Criminal Damage To Motor Vehicle	Merton	46	208500
201403	Criminal Damage	Criminal Damage To Dwelling	Merton	27	208500
201403	Sexual Offences	Rape	Merton	5	208500
201403	Criminal Damage	Criminal Damage To Other Building	Merton	11	208500
201403	Theft & Handling	Other Theft Person	Newham	172	332700
201403	Sexual Offences	Other Sexual	Newham	18	332700
201403	Other Notifiable Offences	Other Notifiable	Newham	48	332700
201403	Violence Against The Person	Harassment	Newham	148	332700
201403	Theft & Handling	Theft/Taking Of Motor Vehicle	Newham	112	332700
201403	Theft & Handling	Other Theft	Newham	367	332700
201403	Drugs	Possession Of Drugs	Newham	160	332700
201403	Burglary	Burglary In A Dwelling	Newham	227	332700
201403	Theft & Handling	Theft From Shops	Newham	139	332700
201403	Violence Against The Person	Common Assault	Newham	186	332700
201403	Theft & Handling	Motor Vehicle Interference & Tampering	Newham	16	332700
201403	Violence Against The Person	Other Violence	Newham	31	332700
201403	Burglary	Burglary In Other Buildings	Newham	65	332700
201403	Violence Against The Person	Offensive Weapon	Newham	13	332700
201403	Criminal Damage	Other Criminal Damage	Newham	40	332700
201403	Robbery	Personal Property	Newham	144	332700
201403	Other Notifiable Offences	Going Equipped	Newham	5	332700
